Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Cote d'Ivoire,CIV,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.367800043,3.882971187,-18.61844436,29.7374082,4.479822952,15.43946884,47.49760437,4.855634964,3.491709762,4.979541254,2.984371962,..,..
Croatia,HRV,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5563.84161,6078.27354,6569.963597,6806.806678,6575.636498,6774.634526,7091.018089,7715.62133,8020.293617,8558.429233,9148.031847,9506.986909,10069.28331,10159.70315,9316.791,9288.248674,9369.095495,9187.23732,9389.902405,9405.815875,9971.904025,10203.4948,10893.20561,11380.88669,11921.64736,..,..
Croatia,HRV,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.245984437,8.089304531,3.604937494,-3.396161962,3.026293008,4.67012002,8.808371839,3.948771903,6.709674755,6.889145167,3.923850163,5.914559567,0.897976847,-8.2966218,-0.306353613,0.870420497,-1.941043022,2.205941538,0.169474287,6.018490661,2.322432886,6.759554644,4.476928988,4.75148101,..,..
Cuba,CUB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,2535.402661,2704.877962,2785.620749,2831.696998,2813.864868,3025.838128,3152.139165,3390.733089,3586.640765,3592.231083,3390.421696,4010.675105,4338.242162,4562.1891,4902.574868,5022.589411,4750.447623,4664.84292,4838.371781,4826.189322,4758.924773,4240.925525,3512.523258,3064.279446,3101.229686,3021.609753,3212.220433,3270.021965,3225.526096,3384.168686,3459.419377,3588.433954,3662.975443,3869.143171,4073.938366,4454.516256,5073.274081,5276.734452,5153.588579,5344.924638,5690.837974,5702.634797,5984.462112,6144.112999,6310.070569,6607.435187,6813.306733,6892.170078,6952.441916,..,..,..
Cuba,CUB,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,6.684354488,2.985080573,1.654074736,-0.629732966,7.533171245,4.174084414,7.569270001,5.777738032,0.15586501,-5.617940009,18.29428507,8.167379502,5.162158542,7.461018389,2.44799002,-5.418356267,-1.802034466,3.719929354,-0.251788406,-1.393740364,-10.88479589,-17.1755496,-12.76130519,1.205837832,-2.567366527,6.308249424,1.799426053,-1.360720803,4.918347745,2.223609362,3.729370808,2.07727077,5.62842232,5.293037412,9.341768462,13.89057285,4.010435231,-2.333751572,3.712676241,6.471809431,0.207295002,4.942054413,2.667756677,2.701082635,4.712540295,3.115755808,1.157490026,0.874497243,..,..,..
Curacao,CUW,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6195.555243,7546.640908,8007.434269,9119.591508,9530.070631,9200.528395,9778.362439,10073.90608,11264.95906,11681.78811,11594.73217,12554.07874,13648.74605,14940.136,15212.68657,14380.33382,15939.74707,14501.35479,15153.85442,15551.29467,15462.17418,15513.29648,18175.8385,17262.2951,17516.91077,18690.82331,19330.68313,20284.64803,20775.47888,21292.59154,21763.61981,22326.06219,23669.49859,22900.55953,22330.77714,22755.08652,20767.53664,19108.55872,18576.14148,20097.61343,20926.80604,22326.00904,23073.5012,23583.42141,..,..
Cyprus,CYP,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.80733786,6.105939936,13.88905861,4.50106919,-3.457920189,6.280444118,3.022424712,11.82314954,3.700226919,-0.745227883,8.273986462,8.719614866,9.461601367,1.824284434,-5.471438229,10.84406849,-9.023934163,4.499577056,2.622700726,-0.573074441,0.330628131,17.16296745,-5.026141713,1.474981566,6.701595711,3.423390223,4.934977664,2.419715924,2.489052904,2.21216972,2.584323686,6.017345971,-3.24864958,-2.488071887,1.900110215,-8.734530074,-7.988323087,-2.786276301,8.190462773,4.125826233,6.686175623,3.348077832,2.209981952,..,..
Czech Republic,CZE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7743.298762,8097.090861,8393.373841,8875.918894,8784.039292,8990.565452,9049.243664,9215.76764,9607.705975,9937.803893,10347.0737,10773.24323,11424.82834,11782.41489,12412.74027,12481.48806,11701.06385,11668.84091,11614.59156,11712.63569,11789.24583,12153.28285,12904.78563,13311.73469,14141.49442,14573.27916,14851.88528,..,..
Czech Republic,CZE,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.569010049,3.659128749,5.749119034,-1.035155942,2.351152508,0.652664316,1.840197715,4.252910344,3.435762072,4.118312417,4.118744497,6.048179691,3.129907359,5.34971299,0.553848688,-6.25265361,-0.275384711,-0.464907816,0.844146204,0.654081133,3.087873725,6.183537276,3.153474016,6.233295299,3.053317611,1.911759965,..,..
Denmark,DNK,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,21831.94169,22155.3353,22981.15172,24489.27156,23040.04021,23209.74525,24641.35397,25221.07087,26175.54487,26457.33553,25441.54248,24753.04331,25341.55989,26156.31123,27080.52036,28154.98959,30182.92076,30335.96975,29942.41402,29850.7268,30218.4167,30370.08358,31287.8427,31204.32588,32824.64261,33715.66345,34622.97527,35542.11447,36355.59544,37262.62086,37913.08903,38333.3158,38442.54975,38553.6786,40074.58006,41628.18251,43244.76505,42788.42435,42326.68321,40320.61744,41989.71816,42156.78159,42354.2938,43567.8742,44926.26997,45791.26746,46505.93387,47444.44945,48181.39737,49138.21098,..,..
Denmark,DNK,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,1.481286485,3.727393011,6.562420651,-5.917821392,0.736565704,6.168136295,2.352617901,3.784430908,1.076541722,-3.839362644,-2.706200579,2.37755244,3.215079665,3.53340777,3.967683099,7.202741682,0.507071476,-1.297323705,-0.306211833,1.231761951,0.501902143,3.021918312,-0.266930584,5.192602904,2.714487578,2.691069137,2.654708879,2.288780472,2.494871574,1.745631837,1.108394976,0.284958255,0.289077714,3.944893235,3.876777878,3.883384859,-1.055250733,-1.079126287,-4.739482568,4.139571331,0.39786748,0.468518236,2.865306654,3.117883973,1.925371274,1.560704573,2.018055553,1.55328584,1.985856925,..,..
Djibouti,DJI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1942.20107,2208.664415,2282.589255,2689.409176,2578.879553,2737.954194,..,..,..
Djibouti,DJI,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.71965805,3.347038101,17.82273885,-4.109810598,6.168362582,..,..,..
Dominica,DMA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6140.128766,..,..,..,..,..,..
Dominica,DMA,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,1707.444538,1893.728427,2017.947625,2067.569325,2249.514941,2148.934704,2187.222668,2151.090899,2136.386619,2197.400546,2195.37894,2190.531355,2169.375041,2004.834191,2180.721212,2385.054596,2487.741888,2619.876909,2649.590734,2409.793459,2515.827977,2765.031003,2874.905983,2970.417695,3068.496061,3223.487657,3529.789235,3797.433209,3907.1007,3949.206561,4057.473338,4117.802827,3770.590623,3784.957946,4174.661166,4464.681481,4683.900438,4840.23761,4974.152215,5275.264649,5261.719226,5347.717926,5427.574097,5733.304717,6306.733163,6685.3316,6754.773459,7046.372609,7408.69129,..,..
Dominican Republic,DOM,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,10.91009893,6.559504332,2.459018255,8.79997652,-4.471196646,1.78171836,-1.651947468,-0.683573129,2.855940316,-0.091999889,-0.220808557,-0.965807433,-7.584712047,8.773145519,9.369991154,4.305448278,5.311444129,1.134168741,-9.050351502,4.400149643,9.905408003,3.973734096,3.32225516,3.301837515,5.051060626,9.502179316,7.582434979,2.887937331,1.077675345,2.741481764,1.486873329,-8.431977423,0.381036406,10.29610436,6.947158191,4.910069357,3.337756077,2.766694864,6.053542815,-0.256772378,1.634422059,1.493275679,5.632914706,10.00170887,6.003083171,1.038719734,4.316934563,5.141917701,..,..
Ecuador,ECU,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,2903.370233,2980.184674,2881.235794,2900.923752,3294.091021,3659.404539,3804.832618,3947.847782,3912.64537,3799.517461,3901.509129,4069.577433,3911.535987,3588.534424,3553.098039,3686.350912,3559.303143,3432.726664,3100.568484,2978.897045,3180.120584,3492.775729,3561.539805,3255.392198,3360.505215,3306.186861,3247.297172,3446.30968,3478.918217,2973.313622,2791.649226,3052.184371,3273.677671,3348.669334,3340.506074,3439.499582,3583.182944,3726.85275,4039.151674,4174.178674,4257.861285,4535.615688,4766.94513,5014.174547,5128.18398,4955.530247,4756.080029,4795.312619,4653.126932,4549.469395,..,..
Ecuador,ECU,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,2.645699139,-3.320226446,0.683316441,13.55317488,11.08996427,3.974091363,3.758776737,-0.891686137,-2.891340733,2.684332122,4.30777678,-3.883485424,-8.257665619,-0.987489074,3.7503292,-3.446437202,-3.556215176,-9.6762199,-3.924165503,6.754967884,9.831550015,1.968751528,-8.595933892,3.228889511,-1.616374637,-1.781196638,6.128558554,0.946187085,-14.53338549,-6.109829598,9.332660512,7.256878123,2.290746672,-0.243776232,2.963428489,4.177449609,4.009558207,8.379695829,3.342954432,2.004768285,6.523331426,5.100287545,5.186328142,2.273742809,-3.366761672,-4.024800749,0.824893412,-2.965097358,-2.227696313,..,..
"Egypt, Arab Rep.",EGY,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,1518.057594,1516.003762,1533.959884,1534.932998,1373.969859,1298.758226,1437.706317,1414.479967,1286.797094,1000.752601,1038.347815,1067.243247,1219.859382,1275.913809,1325.314731,1357.171495,1543.906648,1598.909808,1558.279526,1554.656479,1540.314164,1737.240828,1847.79738,1869.079516,1918.913511,1947.153059,1980.448009,2078.399465,2135.802454,2182.411964,2258.714023,2408.929846,2382.903232,2375.05894,2356.443372,2360.468152,2512.582906,2640.699757,2683.902961,2807.824761,2858.047406,2875.128556,2954.447129,2993.235831,3036.785385,3217.949403,3290.79278,3178.402814,3246.717715,3339.024435,..,..
"Egypt, Arab Rep.",EGY,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,-0.135293442,1.184437867,0.063438037,-10.48665573,-5.474038041,10.69853406,-1.615514243,-9.026842064,-22.22918393,3.756694045,2.782827882,14.30003284,4.595154782,3.871807144,2.403713106,13.75914203,3.562596217,-2.5411241,-0.232503003,-0.922539159,12.78483759,6.363916249,1.151757035,2.666231955,1.471642549,1.709929756,4.945924139,2.761884341,2.182295001,3.496226207,6.650502036,-1.080422249,-0.329190503,-0.78379397,0.170798947,6.444262087,5.099009874,1.636051355,4.617223584,1.78866733,0.597651051,2.758783522,1.312892068,1.454932276,5.965651024,2.263658235,-3.415285416,2.149346858,2.843078075,..,..
El Salvador,SLV,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2262.350993,2276.988783,2429.699992,2607.880041,2749.653892,2906.401529,2866.630323,2917.608173,2995.27412,2954.513237,2918.556427,2922.256936,2925.850848,2903.602412,2853.632136,2937.662166,3040.508364,3035.881985,2973.272214,2832.502583,2846.89696,2940.935475,2957.565267,2987.551198,2961.690933,3078.959001,3129.162932,3119.568145,3093.770687,3247.788511,..,..
El Salvador,SLV,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.647016736,6.706717669,7.333417698,5.436363991,5.700631529,-1.36840024,1.778319616,2.66197319,-1.360839828,-1.217013009,0.12679247,0.122984107,-0.760409079,-1.720975157,2.944669297,3.500953908,-0.152158072,-2.062325588,-4.734501953,0.508185849,3.30319349,0.565459233,1.013872174,-0.865600717,3.95949713,1.63054888,-0.306624728,-0.826956065,4.978320603,..,..
Equatorial Guinea,GNQ,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2909.390616,5894.953845,6808.417232,5007.804474,2310.905078,2569.654342,2071.409986,2092.352043,2682.122505,2807.366362,2403.80577,2469.469237,2640.531309,2234.772243,..,..
Equatorial Guinea,GNQ,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,102.6181638,15.49568345,-26.44686271,-53.85392762,11.19687983,-19.38954778,1.011004926,28.18696138,4.669580026,-14.37505975,2.731646117,6.927078477,-15.36656902,..,..
Eritrea,ERI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.39194979,-1.200902653,9.021070374,7.946390006,3.661563246,-1.737185842,-3.7522527,5.826932918,-3.29095185,-3.896464606,0.449879638,-7.46365223,-6.393813453,-2.202523164,-10.62891972,8.090458643,-24.72893157,343.5160382,..,..,..,..,..,..,..,..,..,..
Estonia,EST,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7104.467261,7614.093933,8239.052357,8945.643988,9663.134365,10928.45369,12102.00317,13061.55976,12597.89552,10938.73081,10927.48429,11993.14476,12639.19629,13217.87554,13842.8782,14201.41866,14875.37745,15590.48142,16402.87073,17000.16135,..,..
Estonia,EST,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.173327046,8.207915864,8.576127459,8.020555904,13.09429507,10.73847691,7.928907135,-3.549838229,-13.17017358,-0.102813755,9.75211163,5.386840111,4.578449763,4.7284653,2.590071596,4.745714574,4.80729966,5.210803173,3.641378622,..,..
Eswatini,SWZ,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1876.246545,1913.684325,1942.013839,1906.40825,1849.405821,1983.960766,1998.535437,2077.709417,1988.99622,1970.678635,2060.083117,2220.872345,2167.949712,2266.964492,2354.729035,2724.233034,2689.786603,2722.924944,2545.747209,2586.566465,2540.097981,2545.0522,2707.48341,2886.226253,2927.626849,2958.008243,2899.26818,2863.377049,3033.732332,2907.614787,..,..
Eswatini,SWZ,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.995355005,1.480365069,-1.833436425,-2.990043094,7.275577021,0.73462492,3.961600026,-4.269759572,-0.92094619,4.536735716,7.804987394,-2.382965982,4.567208324,3.871456448,15.69199656,-1.264445094,1.232006339,-6.506890147,1.603429238,-1.796531598,0.195040468,6.382234917,6.601807525,1.434419627,1.03774818,-1.985797816,-1.237937619,5.949453385,-4.157174435,..,..
Ethiopia,ETH,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,349.6751382,374.6469974,408.4864601,454.6351806,491.1463145,548.9974445,590.6300646,687.3638498,846.3096108,..,..
Ethiopia,ETH,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.141445461,9.032359244,11.29749085,8.030864181,11.77879755,7.583390503,16.37806658,23.12396281,..,..
Faroe Islands,FRO,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4328.283191,..,..,..,..,..,..
Fiji,FJI,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,15992.1356,16119.9175,17202.01811,18225.11244,18226.41377,17944.14039,18296.51143,17922.351,18547.70297,19969.32593,20345.45095,20574.62787,21087.2235,21468.99464,22374.70254,22936.27793,23866.13591,24572.56792,26119.4929,26742.18755,26025.69205,23317.96785,21933.65971,21491.10968,22932.32539,25510.58425,26293.88671,28420.1491,30222.90037,31568.87611,32824.86714,33904.72656,34163.16831,34035.20738,35538.25048,35778.11356,36838.95728,38305.22106,37627.99845,34377.95309,35508.45417,35681.41731,34700.35345,34318.73242,34493.43901,35090.67225,35805.00405,36651.5454,37290.56004,37600.47914,..,..
Finland,FIN,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,0.799029652,6.712817289,5.947524994,0.007140308,-1.548704989,1.963710907,-2.044982354,3.489229554,7.664684754,1.883513879,1.126428277,2.491396865,1.810438152,4.218678688,2.509867528,4.054092707,2.959976483,6.295333035,2.384022741,-2.679270335,-10.40404304,-5.936658574,-2.017675316,6.70610191,11.24290195,3.070499875,8.086527545,6.34321539,4.453496268,3.978573776,3.289760221,0.762258754,-0.374558133,4.416142049,0.67494339,2.965063319,3.980198915,-1.767964237,-8.637305962,3.288447907,0.487104093,-2.749509213,-1.099761227,0.509070651,1.731440101,2.035674311,2.364310161,1.743486213,0.831092654,..,..
France,FRA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,15619.21935,16307.87425,16887.18043,17800.28739,17773.75896,17603.68527,18185.86718,18598.1357,19413.58447,19942.13874,19796.38905,19602.89612,19862.77233,19977.18821,20058.49259,20425.17927,21382.10751,21870.90397,22885.94878,23615.16155,24173.58312,24131.69492,24491.95834,24302.72134,24748.27873,25198.05994,25560.22423,26211.97844,27241.14057,28233.04395,28685.85322,29119.85846,28913.23547,29041.77433,29587.73903,29814.85125,30194.37603,30784.14321,30402.12437,29389.94579,29832.79895,30194.75183,29921.43548,30059.6814,30264.2825,30896.19303,31192.51418,31639.3506,32044.77459,32506.81293,..,..
France,FRA,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,4.409022552,3.552309616,5.407101317,-0.149033697,-0.956880858,3.307159285,2.266972032,4.384572614,2.722600133,-0.730862878,-0.977415267,1.325703107,0.57603181,0.406986079,1.828086932,4.685042065,2.286006919,4.641073858,3.186290347,2.364673922,-0.173280901,1.492905586,-0.77264951,1.833364177,1.817424223,1.43727051,2.549876751,3.926304637,3.641196249,1.603827313,1.512959136,-0.709560415,0.444567515,1.879928874,0.767588977,1.272938717,1.953235186,-1.240959806,-3.329302128,1.50681855,1.213271598,-0.90517831,0.462029706,0.680649599,2.087974572,0.959086289,1.432511732,1.281391628,1.441852344,..,..
French Polynesia,PYF,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,2506.465466,2732.534024,2569.187282,3141.612756,3505.741367,4283.722596,6863.507498,5335.809,3452.914383,1892.432586,5144.724668,7385.282758,7144.664144,6701.15675,5951.081366,5016.509903,4101.507213,2858.446228,3801.52404,3329.461116,2853.235898,3532.469268,2911.409665,2446.804783,2899.778406,2706.982156,2843.66509,3166.642293,3373.10879,2986.914427,2929.105882,3270.164655,3520.908481,3279.149308,2911.550772,3316.506673,3073.13673,3124.466607,3152.104842,3356.183969,3568.73622,3845.625359,4298.427681,4381.019154,4725.355164,4827.831923,4707.126549,4577.352413,5736.822924,5820.642532,..,..
Gabon,GAB,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,9.019416415,-5.977848414,22.28041054,11.5904995,22.19163217,60.22296831,-22.25827681,-35.28789386,-45.19317955,171.857751,43.55059278,-3.258082629,-6.207533131,-11.19322248,-15.7042293,-18.23982624,-30.30741921,32.99267282,-12.41772823,-14.30337226,23.80572071,-17.58145806,-15.95807306,18.51286323,-6.64865461,5.049273552,11.35777923,6.520044848,-11.4492116,-1.935393411,11.64378437,7.667620815,-6.86638617,-11.21017987,13.90859829,-7.338141212,1.670276362,0.884574517,6.474376233,6.333152571,7.758744873,11.77447827,1.921434507,7.859723929,2.16865727,-2.500198346,-2.75697146,25.33059302,1.461080609,..,..
"Gambia, The",GMB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,513.0630552,489.8345165,489.1649086,500.2159355,489.2426681,502.3210468,501.7609955,470.1847529,478.0197737,480.7047152,456.8980942,474.2399727,474.9996326,475.1540846,538.5579765,553.1466615,..,..
"Gambia, The",GMB,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.527423769,-0.136700828,2.259161815,-2.193706075,2.673188484,-0.111492698,-6.293084333,1.666370669,0.56168001,-4.952441753,3.795568157,0.160184701,0.032516225,13.34385917,2.708842078,..,..
